LISTA COMPLETA DE ENDPOINTS HTTP - ACTUALIZADA,,
,,
1. ENDPOINTS DE ADMINISTRACIÓN,,
POST,/chatbot_analytics.php,chatbot_analytics.php (archivo directo)
,,
7. ENDPOINTS DE CULTURA EMPRESARIAL,,
Método,Endpoint,Controller/Archivo
GET,/api/culture,CultureController@index
POST,/api/culture,CultureController@store
GET,/api/culture/{id},CultureController@show
PUT,/api/culture/{id},CultureController@update
DELETE,/api/culture/{id},CultureController@delete
GET,/api/culture.php,culture.php (archivo directo)
,,
8. ENDPOINTS DE CV Y DOCUMENTOS,,
Método,Endpoint,Controller/Archivo
POST,/api/cv/analyze-file,CVController@analyzeFile
POST,/api/cv/analyze-text,CVController@analyzeText
POST,/api/cv/extract-text,CVController@extractText
POST,/api/cv/process,CVController@process
POST,/api/cv/parse.php,parse-cv.php (archivo directo)
POST,/api/parse-cv,parse-cv.php (archivo directo - alternativo)
,,
9. ENDPOINTS DE DEPARTAMENTOS,,
Método,Endpoint,Controller/Archivo
GET,/api/departments,DepartmentController@index
POST,/api/departments,DepartmentController@store
GET,/api/departments/{id},DepartmentController@show
PUT,/api/departments/{id},DepartmentController@update
DELETE,/api/departments/{id},DepartmentController@delete
GET,/api/departments.php,departments.php (archivo directo)
,,
10. ENDPOINTS DE ARCHIVOS,,
Método,Endpoint,Controller/Archivo
GET,/api/files/{path},FileController@serve
DELETE,/api/files/{path},FileController@delete
POST,/api/files/upload-cv,CandidateController@uploadCV (alias)
POST,/api/upload,UploadController@upload
,,
11. ENDPOINTS DE SALUD Y SISTEMA,,
Método,Endpoint,Controller/Archivo
GET,/api/health,HealthController@check
GET,/api/status,SystemController@status
GET,/api/version,SystemController@version
GET,/api/ping,ping.php (archivo directo)
GET,/api/info,info.php (archivo directo)
,,
12. ENDPOINTS DE ENTREVISTAS,,
Método,Endpoint,Controller/Archivo
GET,/api/interviews,InterviewController@index
POST,/api/interviews,InterviewController@store
GET,/api/interviews/{id},InterviewController@show
PUT,/api/interviews/{id},InterviewController@update
DELETE,/api/interviews/{id},InterviewController@delete
GET,/api/interviews.php,interviews.php (archivo directo)
,,
13. ENDPOINTS DE CATEGORÍAS DE TRABAJO,,
Método,Endpoint,Controller/Archivo
GET,/api/job-categories,JobCategoryController@index
POST,/api/job-categories,JobCategoryController@store
GET,/api/job-categories/{id},JobCategoryController@show
PUT,/api/job-categories/{id},JobCategoryController@update
DELETE,/api/job-categories/{id},JobCategoryController@delete
,,
14. ENDPOINTS DE TRABAJOS,,
Método,Endpoint,Controller/Archivo
GET,/api/jobs,JobController@index
POST,/api/jobs,JobController@store
GET,/api/jobs/{id},JobController@show
PUT,/api/jobs/{id},JobController@update
DELETE,/api/jobs/{id},JobController@delete
GET,/api/jobs/available,JobController@available
POST,/api/jobs/search,JobController@search
GET,/api/jobs/by-department/{id},JobController@byDepartment
GET,/api/jobs?action=translate,JobController@translate (query param)
POST,/api/jobs?action=translate,JobController@translate (query param)
GET,jobs.php,jobs.php (archivo directo)
POST,jobs.php,jobs.php (archivo directo)
PUT,/api/jobs.php?id={id},jobs.php (archivo directo)
DELETE,/api/jobs.php?id={id},jobs.php (archivo directo)
GET,/api/job_benefits.php,job_benefits.php (archivo directo)
GET,/api/job_requirements.php,job_requirements.php (archivo directo)
GET,/api/job_skills.php,job_skills.php (archivo directo)
,,
15. ENDPOINTS DE IDIOMAS,,
Método,Endpoint,Controller/Archivo
GET,/api/language,LanguageController@getLanguage
POST,/api/language,LanguageController@setLanguage
GET,/language.php,language.php (archivo directo)
POST,/language.php,language.php (archivo directo)
,,
16. ENDPOINTS DE NOTICIAS,,
Método,Endpoint,Controller/Archivo
GET,/api/news,NewsController@index
POST,/api/news,NewsController@store
GET,/api/news/{id},NewsController@show
PUT,/api/news/{id},NewsController@update
DELETE,/api/news/{id},NewsController@delete
GET,/api/news.php,news.php (archivo directo)
,,
17. ENDPOINTS DE NOTIFICACIONES,,
Método,Endpoint,Controller/Archivo
GET,/api/notifications,NotificationController@index
POST,/api/notifications,NotificationController@store
PATCH,/api/notifications/{id}/read,NotificationController@markAsRead
DELETE,/api/notifications/{id},NotificationController@delete
GET,/api/notifications/templates,notifications.php (archivo directo)
GET,/api/get-notification-preferences.php,get-notification-preferences.php (archivo directo)
POST,/api/save-notification-preferences.php,save-notification-preferences.php (archivo directo)
,,
18. ENDPOINTS DE PDF,,
Método,Endpoint,Controller/Archivo
POST,/api/pdf/parse,PDFController@parse
,,
19. ENDPOINTS DE RECLUTADORES,,
Método,Endpoint,Controller/Archivo
GET,/api/recruiters,RecruiterController@index
POST,/api/recruiters,RecruiterController@store
GET,/api/recruiters/{id},RecruiterController@show
PUT,/api/recruiters/{id},RecruiterController@update
DELETE,/api/recruiters/{id},RecruiterController@delete
GET,/api/recruiters.php,recruiters.php (archivo directo)
GET,/api/recruiter/{recruiter_id}/dashboard-stats,RecruiterController@dashboardStats
,,
20. ENDPOINTS DE HABILIDADES,,
Método,Endpoint,Controller/Archivo
GET,/api/skills,SkillController@index
POST,/api/skills,SkillController@store
GET,/api/skills/{id},SkillController@show
PUT,/api/skills/{id},SkillController@update
DELETE,/api/skills/{id},SkillController@delete
GET,/api/skills.php,skills.php (archivo directo)
POST,/api/skills.php,skills.php (archivo directo)
PUT,/api/skills.php?id={id},skills.php (archivo directo)
DELETE,/api/skills.php?id={id},skills.php (archivo directo)
GET,/api/candidate_skills.php,candidate_skills.php (archivo directo)
,,
21. ENDPOINTS DE USUARIOS,,
Método,Endpoint,Controller/Archivo
GET,/api/users,UserController@index
POST,/api/users,UserController@store
GET,/api/users/{id},UserController@show
PUT,/api/users/{id},UserController@update
DELETE,/api/users/{id},UserController@delete
GET,/api/users/check-email,validation.php (archivo directo)
GET,/api/users/check-username,validation.php (archivo directo)
,,
22. ENDPOINTS DE DASHBOARD Y ESTADÍSTICAS,,
Método,Endpoint,Controller/Archivo
GET,/api/hr/dashboard-stats,StatisticsController@hrDashboard
GET,/api/me,StatisticsController@me
POST,/api/assign-candidate,StatisticsController@assignCandidate
GET,/api/statistics.php,statistics.php (archivo directo)
GET,/api/reporting.php,reporting.php (archivo directo)
,,
23. ENDPOINTS DE CALENDAR/INTEGRACIÓN,,
Método,Endpoint,Controller/Archivo
GET,/api/calendar/integrations,CalendarController@integrations
POST,/api/calendar/connect,CalendarController@connect
POST,/api/calendar/disconnect,CalendarController@disconnect
GET,/api/calendar/events,CalendarController@events
POST,/api/calendar/schedule-interview,CalendarController@scheduleInterview
GET,/api/calendar/available-slots,CalendarController@availableSlots
,,
24. ENDPOINTS DE MONITOREO Y SEGURIDAD,,
Método,Endpoint,Controller/Archivo
POST,/api/web-vitals,SystemController@webVitals
POST,/api/csp-violation,SystemController@cspViolation
POST,/api/sync,SystemController@sync
GET,/api/request_info.php,request_info.php (archivo directo)
POST,/api/send-email.php,send-email.php (archivo directo)
,,
25. ENDPOINTS DE CORS,,
Método,Endpoint,Controller/Archivo
OPTIONS,/{any},CorsController@preflight
,,
26. ENDPOINTS AUXILIARES Y DATOS,,
Método,Endpoint,Controller/Archivo
GET,/api/candidate_experiences.php,candidate_experiences.php (archivo directo)
GET,/api/candidate_education.php,candidate_education.php (archivo directo)
GET,/api/candidate_certifications.php,candidate_certifications.php (archivo directo)
GET,/api/application_notes.php,application_notes.php (archivo directo)
GET,/api/social_logins.php,social_logins.php (archivo directo)
,,
NOTAS:,,
- Endpoints con (archivo directo) son archivos PHP independientes,,
- Endpoints sin (archivo directo) usan el sistema de routing con controllers,,
- Se recomienda migrar archivos directos a controllers para unificar arquitectura,,
- Algunos endpoints aparecen duplicados (controller + archivo directo),,
